,title,行驶距离(万公里),year,上牌时间,年检到期,保险到期,price,车辆级别,车身颜色,驱动方式,出厂日期,brands,label_price,label1_行驶距离
554,宝马3系 2018款 320Li xDrive 时尚型,6.3,2018,2018-07,2024-07,2023-07,18.3,中型车,银/灰色,前置四驱,2018,宝马,18.03 - 20.00,6.01-9.01
555,奔驰GLK级 2013款 改款 GLK 300 4MATIC 时尚型,11.0,2014,2014-06,2023-06,2023-06,13.66,中型SUV,银/灰色,前置四驱,2014,奔驰,12.13 - 14.10,9.01-12.01
556,奔驰C级 2022款 C 260 L 运动版,0.5,2022,2022-11,2024-11,2023-11,30.3,中型车,白色,前置后驱,2022,奔驰,大于20,0.00-3.01
557,奔驰C级 2018款 C 180 L 时尚型运动版,11.4,2017,2017-12,2023-12,2023-12,14.8,中型车,白色,前置后驱,2017,奔驰,14.10 - 16.07,9.01-12.01
558,兰德酷路泽(进口) 2020款 4.0L 中东版,3.4,2020,2020-05,2024-05,2023-05,74.8,中大型SUV,白色,前置四驱,2020,兰德酷路泽,大于20,3.01-6.01
559,捷豹I-PACE 2020款 EV400 HSE,0.6,2021,2021-09,2023-09,2023-09,25.8,中型SUV,白色,双电机四驱,2021,捷豹,大于20,0.00-3.01
560,奔驰E级 2021款 E 300 L 时尚型,3.46,2021,2021-03,2023-03,2023-03,42.98,中大型车,黑色,前置后驱,2021,奔驰,大于20,3.01-6.01
561,奔驰E级 2019款 E 260 L 运动型,6.0,2019,2019-10,2023-10,2022-10,30.58,中大型车,白色,前置后驱,2019,奔驰,大于20,3.01-6.01
562,奔驰V级 2021款 V 260 L 长轴距豪华版,0.4,2021,2021-11,2023-11,2022-11,54.6,中大型SUV,黑色,前置后驱,2021,奔驰,大于20,0.00-3.01
563,奔驰E级 2017款 E 200 运动型 4MATIC,3.9,2018,2018-01,2024-01,2023-01,26.88,中大型车,黑色,前置四驱,2018,奔驰,大于20,3.01-6.01
564,奔驰E级 2021款 改款 E 300 L 时尚型,2.2,2021,2021-04,2023-04,2023-04,43.98,中大型车,黑色,前置后驱,2021,奔驰,大于20,0.00-3.01
565,奔驰C级 2020款 改款 C 260 L 运动版,4.5,2020,2020-09,2024-09,2023-09,25.98,中型车,白色,前置后驱,2020,奔驰,大于20,3.01-6.01
566,奔驰V级 2020款 V 260 L 长轴距豪华版,2.5,2020,2020-12,2024-12,2023-12,48.9,中大型SUV,黑色,前置后驱,2020,奔驰,大于20,0.00-3.01
567,别克GL8 2023款 ES陆尊 舒适型,0.01,2023,2023-05,2025-05,2023-05,35.98,中大型车,白色,前置前驱,2023,别克,大于20,0.00-3.01
568,奔驰C级AMG 2010款 AMG C 63 动感型增强版,5.7,2011,2011-11,2023-11,2023-11,26.8,中型车,黑色,前置后驱,2011,奔驰,大于20,3.01-6.01
569,别克GL8 2018款 ES 28T 舒适型 国VI,13.0,2020,2020-03,2024-03,2024-03,22.38,中大型车,白色,前置前驱,2020,别克,大于20,大于12.01
570,思域 2019款 220TURBO CVT劲动版 国V,1.7,2022,2022-01,2024-01,2024-01,11.98,紧凑型车,白色,前置前驱,2022,思域,10.17 - 12.13,0.00-3.01
571,雨燕 2009款 1.3L 自动超值版,10.0,2010,2010-10,2023-10,2023-10,2.3,小型车,银/灰色,前置前驱,2010,雨燕,,9.01-12.01
572,骐达TIIDA 2016款 1.6L CVT酷动版,6.9,2018,2018-05,2024-05,2023-05,7.3,紧凑型车,白色,前置前驱,2018,骐达,6.23 - 8.20,6.01-9.01
573,蓝鸟 2016款 1.6L CVT炫酷版,6.0,2017,2017-12,2023-12,2023-12,6.6,紧凑型车,白色,前置前驱,2017,蓝鸟,6.23 - 8.20,3.01-6.01
574,奔驰GLA 2019款 GLA 200 时尚型,3.6,2019,2019-03,2025-03,2024-03,15.98,紧凑型SUV,白色,前置前驱,2019,奔驰,14.10 - 16.07,3.01-6.01
575,奔驰C级 2020款 C 260 L 运动版,4.5,2020,2020-06,2024-06,2023-06,23.58,中型车,蓝色,前置后驱,2020,奔驰,大于20,3.01-6.01
576,奔驰GLC 2018款 GLC 260 4MATIC 豪华型,8.8,2017,2017-11,2023-11,2023-11,22.3,中型SUV,白色,前置四驱,2017,奔驰,大于20,6.01-9.01
577,锐界 2018款 EcoBoost 245 两驱豪锐型 7座 国V,6.0,2019,2019-06,2023-06,2023-06,16.8,中型SUV,黑色,前置前驱,2019,锐界,16.07 - 18.03,3.01-6.01
578,奔驰GLA 2018款 GLA 200 时尚型,3.0,2019,2019-06,2023-06,2023-06,14.88,紧凑型SUV,红/紫色,前置前驱,2019,奔驰,14.10 - 16.07,0.00-3.01
579,奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,2.6,2021,2021-05,2023-05,2023-05,35.5,中型SUV,黑色,前置四驱,2021,奔驰,大于20,0.00-3.01
580,奔驰CLS 2020款 CLS 300 豪华型,0.2,2020,2020-11,2022-11,2022-11,58.79,中大型车,白色,前置后驱,2020,奔驰,大于20,0.00-3.01
581,奔驰E级新能源 2022款 E 350 e L 插电式混合动力轿车,1.7,2022,2022-03,2024-03,2023-03,43.28,中大型车,黑色,前置后驱,2022,奔驰,大于20,0.00-3.01
582,奔驰A级 2021款 A 200 L 运动轿车动感型,0.9,2021,2021-03,2023-03,2023-03,20.58,紧凑型车,白色,前置前驱,2021,奔驰,大于20,0.00-3.01
583,奔驰E级 2019款 E 300 L 时尚型,2.9,2019,2019-01,2023-01,2023-01,40.9,中大型车,黑色,前置后驱,2019,奔驰,大于20,0.00-3.01
584,奔驰C级 2017款 C 180 L 运动版,5.7,2017,2017-03,2023-03,2023-03,17.48,中型车,白色,前置后驱,2017,奔驰,16.07 - 18.03,3.01-6.01
585,威霆 2021款 2.0T 精英版 7座,1.3,2021,2021-05,2023-05,2023-05,35.38,中大型车,黑色,前置后驱,2021,威霆,大于20,0.00-3.01
586,奔驰E级 2017款 E 300 L 运动时尚型,6.1,2017,2017-06,2023-06,2023-06,35.2,中大型车,黑色,前置后驱,2017,奔驰,大于20,6.01-9.01
587,奔驰EQC 2020款 EQC 400 4MATIC,3.0,2020,2020-07,2024-07,2023-07,27.88,中型SUV,黑色,双电机四驱,2020,奔驰,大于20,0.00-3.01
588,奔驰GLA 2019款 GLA 200 时尚型,4.2,2019,2019-11,2023-11,2022-11,15.88,紧凑型SUV,白色,前置前驱,2019,奔驰,14.10 - 16.07,3.01-6.01
589,奔驰GLC 2019款 GLC 260 4MATIC 动感型,7.2,2019,2019-08,2023-08,2023-08,25.58,中型SUV,红/紫色,前置四驱,2019,奔驰,大于20,6.01-9.01
590,奔驰GLK级 2015款 GLK 260 4MATIC 时尚型 极致版,5.2,2015,2015-08,2023-08,2023-08,15.9,中型SUV,黑色,前置四驱,2015,奔驰,14.10 - 16.07,3.01-6.01
591,奔驰E级 2018款 改款 E 200 L,4.4,2018,2018-09,2022-09,2022-09,30.98,中大型车,黑色,前置后驱,2018,奔驰,大于20,3.01-6.01
592,思域 2016款 220TURBO CVT豪华版,4.1,2019,2019-02,2023-02,2023-02,9.58,紧凑型车,白色,前置前驱,2019,思域,8.20 - 10.17,3.01-6.01
593,奔驰GLS 2022款 GLS 450 4MATIC 豪华型,0.7,2021,2021-09,2023-09,2023-09,116.8,大型SUV,黑色,前置四驱,2021,奔驰,,0.00-3.01
594,奔驰CLA 2018款 CLA 200 时尚型,3.6,2018,2018-09,2024-09,2023-09,15.98,紧凑型车,白色,前置前驱,2018,奔驰,14.10 - 16.07,3.01-6.01
595,奔驰C级 2022款 C 260 L 运动版,0.5,2022,2022-08,2024-08,2023-08,31.98,中型车,白色,前置后驱,2022,奔驰,大于20,0.00-3.01
596,奔驰C级 2017款 改款 C 200 L 运动版,2.1,2017,2017-08,2023-08,2023-08,21.9,中型车,白色,前置后驱,2017,奔驰,大于20,0.00-3.01
597,奔驰E级 2019款 改款 E 300 L 时尚型,1.1,2019,2019-06,2023-06,2023-06,39.3,中大型车,黑色,前置后驱,2019,奔驰,大于20,0.00-3.01
598,奔驰CLA 2018款 CLA 200 动感型,3.3,2018,2018-12,2022-12,2022-12,16.98,紧凑型车,白色,前置前驱,2018,奔驰,16.07 - 18.03,3.01-6.01
599,奔驰C级 2022款 C 200 L 运动版,0.2,2022,2022-04,2024-04,2023-04,28.98,中型车,白色,前置后驱,2022,奔驰,大于20,0.00-3.01
600,奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型,6.7,2014,2014-04,2023-04,2023-04,12.98,中型SUV,白色,前置四驱,2014,奔驰,12.13 - 14.10,6.01-9.01
601,奔驰A级AMG 2020款 AMG A 35 L 4MATIC,0.4,2021,2021-10,2023-10,2023-10,30.88,紧凑型车,银/灰色,前置四驱,2021,奔驰,大于20,0.00-3.01
602,奔驰A级 2019款 A 180 L 运动轿车,1.9,2019,2019-05,2023-05,2023-05,14.68,紧凑型车,白色,前置前驱,2019,奔驰,14.10 - 16.07,0.00-3.01
603,奔驰EQC 2022款 EQC 400 4MATIC,1.1,2022,2022-04,2024-04,2024-04,26.88,中型SUV,黑色,双电机四驱,2022,奔驰,大于20,0.00-3.01
604,骐达TIIDA 2016款 1.6L CVT智行版,4.0,2017,2017-09,2023-09,2023-09,6.8,紧凑型车,红/紫色,前置前驱,2017,骐达,6.23 - 8.20,3.01-6.01
605,宝马M5 2014款 M5 马年限量版,10.19,2014,2014-05,2023-05,2023-05,43.8,中大型车,白色,前置后驱,2014,宝马,大于20,9.01-12.01
606,帕杰罗(进口)V97 2019款 3.8L 中东版,6.3,2020,2020-04,2024-04,2024-04,28.88,中大型SUV,白色,前置四驱,2020,帕杰罗,大于20,6.01-9.01
607,揽胜运动版 2014款 3.0 SC V6 智利红限量版,12.0,2014,2014-09,2023-09,2023-09,36.98,中大型SUV,红/紫色,前置四驱,2014,揽胜,大于20,9.01-12.01
608,揽胜运动版 2014款 3.0 SC V6 HSE,11.0,2014,2014-04,2024-04,2024-04,36.98,中大型SUV,白色,前置四驱,2014,揽胜,大于20,9.01-12.01
609,途锐 2017款 3.0TSI 拓野型,6.4,2017,2017-04,2024-04,2024-04,30.58,中大型SUV,黑色,前置四驱,2017,途锐,大于20,6.01-9.01
610,奔驰GLA 2018款 GLA 200 动感型,3.6,2019,2019-03,2025-03,2024-03,15.58,紧凑型SUV,白色,前置前驱,2019,奔驰,14.10 - 16.07,3.01-6.01
611,揽胜 2017款 3.0 SC V6 Vogue,16.0,2017,2017-01,2024-01,2024-01,70.88,中大型SUV,黑色,前置四驱,2017,揽胜,大于20,大于12.01
612,奔驰C级 2022款 C 260 L 运动版,1.3,2022,2022-07,2024-07,2023-07,29.88,中型车,蓝色,前置后驱,2022,奔驰,大于20,0.00-3.01
613,福特F-150 2020款 3.5T 美规版,4.29,2020,2020-08,2024-08,2023-08,65.38,皮卡,黑色,前置后驱,2020,福特,大于20,3.01-6.01
614,宝马5系 2018款 525Li M运动套装,9.0,2019,2019-01,2025-01,2024-01,28.45,中大型车,白色,前置后驱,2019,宝马,大于20,6.01-9.01
615,英菲尼迪ESQ 2014款 1.6L 率性版,8.0,2019,2019-01,2025-01,2024-01,8.6,小型SUV,白色,前置前驱,2019,英菲尼迪,8.20 - 10.17,6.01-9.01
616,君威 2019款 GS 28T 精英型 国VI,7.5,2019,2019-10,2023-10,2023-10,11.58,中型车,蓝色,前置前驱,2019,君威,10.17 - 12.13,6.01-9.01
617,明锐 2020款 1.5L 自动智行豪华版,2.0,2021,2021-02,2025-02,2024-02,9.38,紧凑型车,香槟/棕色,前置前驱,2021,明锐,8.20 - 10.17,0.00-3.01
618,马自达3 昂克赛拉 2021款 2.0L 自动质雅版,1.5,2021,2021-01,2025-01,2024-01,10.8,紧凑型车,红/紫色,前置前驱,2021,马自达,10.17 - 12.13,0.00-3.01
619,速腾 2018款 1.6L 自动舒适型,6.9,2018,2018-05,2024-05,2024-05,7.98,紧凑型车,银/灰色,前置前驱,2018,速腾,6.23 - 8.20,6.01-9.01
620,奔驰C级 2013款 C 260 CGI 优雅型,12.0,2013,2013-04,2024-04,2024-04,8.58,中型车,白色,前置后驱,2013,奔驰,8.20 - 10.17,9.01-12.01
621,奔驰C级 2015款 C 260 L 运动型,14.0,2017,2017-01,2024-01,2024-01,18.35,中型车,白色,前置后驱,2017,奔驰,18.03 - 20.00,大于12.01
622,奔驰C级 2015款 改款 C 200 L 运动型,11.0,2015,2015-09,2023-09,2023-09,16.58,中型车,白色,前置后驱,2015,奔驰,16.07 - 18.03,9.01-12.01
623,理想ONE 2021款 增程6座版,0.71,2022,2022-05,2024-05,2024-05,24.68,中大型SUV,黑色,双电机四驱,2022,理想,大于20,0.00-3.01
624,逍客 2017款 2.0L CVT精英版 国V,5.0,2018,2018-05,2024-05,2023-05,8.98,紧凑型SUV,白色,前置前驱,2018,逍客,8.20 - 10.17,3.01-6.01
625,星越L 2021款 2.0TD DCT EVO两驱智尊型,0.7,2023,2023-01,2025-01,2024-01,15.4,紧凑型SUV,蓝色,前置前驱,2023,星越,14.10 - 16.07,0.00-3.01
626,途乐Y62  2020款 4.0L 中东版,2.3,2020,2020-10,2024-10,2023-10,45.98,大型SUV,白色,前置四驱,2020,途乐,大于20,0.00-3.01
627,马自达CX-4 2021款 2.0L 自动两驱蓝天品位版,2.0,2021,2021-01,2025-01,2024-01,11.98,紧凑型SUV,红/紫色,前置前驱,2021,马自达,10.17 - 12.13,0.00-3.01
628,迈腾 2020款 330TSI DSG 领先型,4.0,2020,2020-10,2024-10,2023-10,15.98,中型车,黑色,前置前驱,2020,迈腾,14.10 - 16.07,3.01-6.01
629,马自达3 昂克赛拉 2021款 2.0L 自动质雅版,3.0,2021,2021-02,2025-02,2024-02,11.68,紧凑型车,白色,前置前驱,2021,马自达,10.17 - 12.13,0.00-3.01
630,迈腾 2020款 330TSI DSG 豪华型,5.0,2020,2020-08,2024-08,2023-08,16.98,中型车,黑色,前置前驱,2020,迈腾,16.07 - 18.03,3.01-6.01
631,迈腾 2019款 330TSI DSG 豪华型 国VI,5.8,2018,2018-12,2024-12,2023-12,14.98,中型车,黑色,前置前驱,2018,迈腾,14.10 - 16.07,3.01-6.01
632,RAV4荣放 2020款 2.0L CVT四驱风尚版,6.8,2020,2020-04,2024-04,2024-04,15.8,紧凑型SUV,绿色,前置四驱,2020,RAV4荣放,14.10 - 16.07,6.01-9.01
633,皓影 2020款 240TURBO CVT两驱尊贵版,4.3,2020,2020-03,2024-03,2024-03,15.88,紧凑型SUV,银/灰色,前置前驱,2020,皓影,14.10 - 16.07,3.01-6.01
634,别克GL8 2014款 2.4L 经典版,11.0,2016,2016-07,2023-07,2023-07,7.78,中大型车,蓝色,前置前驱,2016,别克,6.23 - 8.20,9.01-12.01
635,北京现代ix35 2015款 2.0L 自动两驱智能型 国IV,8.0,2015,2015-01,2024-01,2024-01,6.38,紧凑型SUV,香槟/棕色,前置前驱,2015,北京现代,6.23 - 8.20,6.01-9.01
636,别克GL8 2018款 28T 尊贵型 国VI,5.6,2019,2019-08,2023-08,2023-08,16.48,中大型车,香槟/棕色,前置前驱,2019,别克,16.07 - 18.03,3.01-6.01
637,迈锐宝 2017款 1.5T 自动豪华版,3.0,2017,2017-10,2023-10,2023-10,7.68,中型车,白色,前置前驱,2017,迈锐宝,6.23 - 8.20,0.00-3.01
638,奥迪Q7 2022款 3.0T 欧规版,1.07,2023,2023-01,2025-01,2024-01,58.88,中大型SUV,黑色,前置四驱,2023,奥迪,大于20,0.00-3.01
639,奔腾T77 2021款 PRO 280 TID 自动豪华型,0.06,2021,2021-08,2023-08,2023-08,8.1,紧凑型SUV,白色,前置前驱,2021,奔腾,6.23 - 8.20,0.00-3.01
640,Macan 2014款 Macan S 3.0T,9.58,2015,2015-06,2023-06,2023-06,28.8,中型SUV,白色,前置四驱,2015,Macan,大于20,9.01-12.01
641,迈锐宝XL 2020款 535T CVT锐动版,4.2,2021,2021-07,2023-07,2023-07,8.88,中型车,白色,前置前驱,2021,迈锐宝,8.20 - 10.17,3.01-6.01
642,普拉多 2014款 4.0L 自动TX,21.0,2014,2014-11,2023-11,2023-11,32.58,中大型SUV,白色,前置四驱,2014,普拉多,大于20,大于12.01
643,保时捷718 2018款 Boxster 2.0T,3.88,2019,2019-06,2023-06,2023-06,48.8,跑车,蓝色,中置后驱,2019,保时捷,大于20,3.01-6.01
644,哈弗M6 2019款 1.5T DCT两驱超值版 国VI,4.0,2020,2020-04,2024-04,2024-04,6.58,紧凑型SUV,白色,前置前驱,2020,哈弗,6.23 - 8.20,3.01-6.01
645,甲壳虫 2017款 180TSI 宜乐版,2.0,2019,2019-03,2025-03,2024-03,13.45,紧凑型车,蓝色,前置前驱,2019,甲壳虫,12.13 - 14.10,0.00-3.01
646,北京BJ40 2018款 PLUS 2.3T 自动四驱旗舰版 国V,9.7,2018,2018-09,2024-09,2023-09,10.68,紧凑型SUV,黑色,前置四驱,2018,北京BJ40,10.17 - 12.13,9.01-12.01
647,领航员 2020款 3.5T 总统系列,0.26,2022,2022-07,2024-07,2023-07,102.0,大型SUV,黑色,前置四驱,2022,领航员,,0.00-3.01
648,宋Pro新能源 2022款 DM-i 110km 旗舰型,0.28,2022,2022-12,2024-12,2023-12,13.98,紧凑型SUV,红/紫色,前置前驱,2022,宋,12.13 - 14.10,0.00-3.01
649,奥迪A8 2012款 A8L 50 TFSI quattro豪华型,8.0,2012,2012-06,2023-06,2023-06,23.8,大型车,黑色,前置四驱,2012,奥迪,大于20,6.01-9.01
650,天籁 2019款 2.0L XL 舒适版,2.0,2019,2019-07,2023-07,2023-07,12.35,中型车,白色,前置前驱,2019,天籁,12.13 - 14.10,0.00-3.01
651,威尔法 2019款 双擎 2.5L HV豪华版,0.88,2021,2021-03,2025-03,2024-03,89.8,中型SUV,白色,前置四驱,2021,威尔法,大于20,0.00-3.01
652,奥迪A6L 2021款 45 TFSI 臻选动感型,2.8,2021,2021-02,2025-02,2024-02,34.2,中大型车,黑色,前置前驱,2021,奥迪,大于20,0.00-3.01
653,名爵6 2021款 Pro 1.5T 自动Trophy豪华版,4.5,2021,2021-10,2023-10,2023-10,8.68,紧凑型车,黄/橙色,前置前驱,2021,名爵,8.20 - 10.17,3.01-6.01
654,奔腾T99 2022款 20TD 自动尊贵型,3.8,2021,2021-10,2023-10,2023-10,11.0,中大型SUV,黑色,前置前驱,2021,奔腾,10.17 - 12.13,3.01-6.01
655,马自达3 昂克赛拉 2014款 三厢 2.0L 自动运动型,7.9,2015,2015-10,2023-10,2023-10,6.58,紧凑型车,白色,前置前驱,2015,马自达,6.23 - 8.20,6.01-9.01
656,劲客 2017款 1.5L CVT智行版,5.0,2018,2018-01,2024-01,2024-01,7.45,小型SUV,银/灰色,前置前驱,2018,劲客,6.23 - 8.20,3.01-6.01
657,辉腾 2012款 3.0L 商务型,16.0,2013,2013-06,2023-06,2023-06,13.98,大型车,香槟/棕色,前置四驱,2013,辉腾,12.13 - 14.10,大于12.01
658,逍客 2016款 2.0L CVT豪华版,4.0,2016,2016-10,2023-10,2023-10,9.1,紧凑型SUV,白色,前置前驱,2016,逍客,8.20 - 10.17,3.01-6.01
659,MINI COUPE 2012款 1.6L COOPER,10.0,2013,2013-06,2023-06,2023-06,14.58,跑车,红/紫色,前置前驱,2013,MINI,14.10 - 16.07,9.01-12.01
660,红旗HS5 2019款 2.0T 智联旗领四驱版,2.8,2019,2019-09,2023-09,2023-09,14.0,中型SUV,白色,前置四驱,2019,红旗,12.13 - 14.10,0.00-3.01
661,宝马1系 2018款 118i 运动型,3.7,2019,2019-01,2025-01,2024-01,11.0,紧凑型车,白色,前置前驱,2019,宝马,10.17 - 12.13,3.01-6.01
662,牧马人 2017款 3.0L Sahara 四门舒享版,5.5,2018,2018-10,2024-10,2023-10,28.5,中型SUV,黑色,前置四驱,2018,牧马人,大于20,3.01-6.01
663,一汽-大众CC 2020款 330TSI 华颜版 国VI,3.27,2021,2021-01,2025-01,2024-01,17.4,中型车,白色,前置前驱,2021,一汽-大众,16.07 - 18.03,3.01-6.01
664,飞驰 2020款 6.0T W12 标准版,3.0,2020,2020-11,2024-11,2023-11,288.0,大型车,香槟/棕色,前置四驱,2020,飞驰,,0.00-3.01
665,奔驰GLC AMG 2017款 AMG GLC 43 4MATIC 特别版,5.8,2018,2018-01,2024-01,2024-01,35.8,中型SUV,白色,前置四驱,2018,奔驰,大于20,3.01-6.01
666,雷克萨斯GS 2017款 300 F SPORT,7.8,2017,2017-12,2023-12,2023-12,25.38,中大型车,银/灰色,前置后驱,2017,雷克萨斯,大于20,6.01-9.01
667,普拉多进口 2010款 2.7L 自动豪华版,20.0,2012,2012-06,2023-06,2023-06,21.98,中大型SUV,白色,前置四驱,2012,普拉多进口,大于20,大于12.01
668,兰德酷路泽 2010款 4.7L 自动VX,17.0,2013,2013-02,2024-02,2024-02,39.6,中大型SUV,绿色,前置四驱,2013,兰德酷路泽,大于20,大于12.01
669,奔驰GLA 2017款 GLA 200 时尚型,7.5,2018,2018-05,2024-05,2024-05,14.9,紧凑型SUV,白色,前置前驱,2018,奔驰,14.10 - 16.07,6.01-9.01
670,长安UNI-K 智电iDD 2022款 蓝鲸iDD 130km 1.5T 尊贵型,2.5,2022,2022-03,2024-03,2024-03,15.3,中型SUV,蓝色,前置前驱,2022,长安,14.10 - 16.07,0.00-3.01
671,凌渡 2015款 280TSI DSG舒适版,9.8,2015,2015-12,2023-12,2023-12,6.58,紧凑型车,黑色,前置前驱,2015,凌渡,6.23 - 8.20,9.01-12.01
672,牧马人 2015款 3.6L Rubicon 两门舒享版,6.3,2016,2016-10,2023-10,2023-10,24.68,中型SUV,黄/橙色,前置四驱,2016,牧马人,大于20,6.01-9.01
673,途锐 2014款 3.0TSI 新锐版,16.0,2014,2014-08,2023-08,2023-08,15.58,中大型SUV,黑色,前置四驱,2014,途锐,14.10 - 16.07,大于12.01
674,奥迪A5 2016款 改款 Sportback 45 TFSI quattro,9.0,2017,2017-09,2023-09,2023-09,17.58,中型车,蓝色,前置四驱,2017,奥迪,16.07 - 18.03,6.01-9.01
675,奕泽IZOA 2018款 2.0L 奕炫版 国V,1.0,2018,2018-08,2024-08,2023-08,9.78,小型SUV,红/紫色,前置前驱,2018,奕泽,8.20 - 10.17,0.00-3.01
676,沃尔沃V40 2017款 T3 智尚版,7.5,2017,2017-03,2024-03,2024-03,9.6,紧凑型车,白色,前置前驱,2017,沃尔沃,8.20 - 10.17,6.01-9.01
677,奥迪A5 2013款 Sportback 40 TFSI风尚版,12.0,2013,2013-11,2023-11,2023-11,10.78,中型车,香槟/棕色,前置前驱,2013,奥迪,10.17 - 12.13,9.01-12.01
678,雅阁 2015款 2.0L LX 舒适版,7.0,2015,2015-06,2023-06,2023-06,9.1,中型车,黑色,前置前驱,2015,雅阁,8.20 - 10.17,6.01-9.01
679,桑塔纳 2019款 1.5L 自动风尚版 国V,4.9,2020,2020-06,2024-06,2023-06,6.1,紧凑型车,白色,前置前驱,2020,桑塔纳,4.27 - 6.23,3.01-6.01
680,传祺M8 2018款 320T 尊贵版,4.5,2018,2018-09,2024-09,2023-09,13.78,中大型车,白色,前置前驱,2018,传祺,12.13 - 14.10,3.01-6.01
681,名图 2014款 1.8L 自动智能型GLS,9.0,2014,2014-08,2023-08,2023-08,5.88,中型车,白色,前置前驱,2014,名图,4.27 - 6.23,6.01-9.01
682,起亚KX5 2019款 1.6T 自动两驱豪华版,5.6,2020,2020-01,2024-01,2024-01,10.8,紧凑型SUV,白色,前置前驱,2020,起亚,10.17 - 12.13,3.01-6.01
683,传祺GS4 2017款 235T 自动两驱精英版,3.1,2018,2018-07,2024-07,2023-07,6.98,紧凑型SUV,黑色,前置前驱,2018,传祺,6.23 - 8.20,3.01-6.01
684,英朗 2021款 改款 典范 1.5L 自动精英型,2.7,2021,2021-07,2023-07,2023-07,7.0,紧凑型车,白色,前置前驱,2021,英朗,6.23 - 8.20,0.00-3.01
685,天逸 C5 AIRCROSS 2021款 400THP 悦享型,1.5,2022,2022-05,2024-05,2024-05,13.8,紧凑型SUV,白色,前置前驱,2022,天逸,12.13 - 14.10,0.00-3.01
686,奥迪A8 2021款 A8L 50 TFSI quattro 舒适型,6.1,2021,2021-07,2023-07,2023-07,55.5,大型车,黑色,前置四驱,2021,奥迪,大于20,6.01-9.01
687,凯美瑞 2021款 2.5G 豪华版,1.4,2022,2022-05,2024-05,2024-05,18.38,中型车,黑色,前置前驱,2022,凯美瑞,18.03 - 20.00,0.00-3.01
688,奔驰G级 2013款 G 500,7.69,2014,2014-08,2023-08,2023-08,93.8,中大型SUV,白色,前置四驱,2014,奔驰,大于20,6.01-9.01
689,观致7 2020款 1.6T 巡航豪华型,1.3,2021,2021-05,2025-05,2024-05,9.5,紧凑型SUV,黑色,前置前驱,2021,观致,8.20 - 10.17,0.00-3.01
690,传祺GS3 2019款 150N 自动精英版,5.1,2019,2019-05,2025-05,2024-05,5.6,小型SUV,白色,前置前驱,2019,传祺,4.27 - 6.23,3.01-6.01
691,奥迪A6L 2020款 45 TFSI quattro 臻选动感型,5.0,2020,2020-07,2024-07,2023-07,28.58,中大型车,黑色,前置四驱,2020,奥迪,大于20,3.01-6.01
692,长安CS95 2019款 2.0T 四驱豪华型,4.9,2019,2019-07,2023-07,2023-07,11.2,中大型SUV,白色,前置四驱,2019,长安,10.17 - 12.13,3.01-6.01
693,高尔夫 2018款 230TSI 自动舒适型,10.6,2018,2018-05,2024-05,2024-05,7.98,紧凑型车,香槟/棕色,前置前驱,2018,高尔夫,6.23 - 8.20,9.01-12.01
